imagem,deteccao,classe,centro_x_px,centro_y_px,largura_obb_px,altura_obb_px,theta_rad,z_centro_api_m,distancia_centro_api_m,z_obb_p10_m,camera_x_p10_m,camera_y_p10_m,camera_z_p10_m,distancia_obb_p10_m,amplitude_p90_p10_m
img2.jpeg,1,Globe Valve,294.3937683105469,91.20500946044922,49.241085052490234,59.61936569213867,0.42093586921691895,2.4334285259246826,2.842477661115124,1.4854909896850585,-0.19080018102130397,0.8762512592747916,1.4854909896850585,1.7351957984313804,1.8944375514984129
img2.jpeg,2,Globe Valve,294.1624755859375,761.3048706054688,47.18620300292969,56.04219436645508,0.01811330020427704,2.3450934886932373,2.3690743223113104,2.234276294708252,-0.28738328774131283,0.14152263887012298,2.234276294708252,2.2571239160668615,0.7077115535736085
img2.jpeg,3,Sphere Valve S,206.60548400878906,881.9369506835938,134.32290649414062,36.696224212646484,0.34157711267471313,1.4316083192825317,1.4599909559599324,0.8477294564247131,-0.1675325746637478,-0.02665698959078667,0.8477294564247131,0.8645362860850012,2.1944620490074165
img2.jpeg,4,Sphere Valve S,712.7398071289062,902.6029663085938,42.961669921875,113.5863037109375,0.6868970990180969,1.0430212020874023,1.0650932811806841,0.8606177687644958,0.1731905470931031,-0.041037268547163296,0.8606177687644958,0.8788298850889174,1.9479102253913878
img3.jpeg,1,Globe Valve,578.75,724.8330078125,75.54047393798828,79.4782943725586,0.06168539822101593,2.2459235191345215,2.2656151974622167,2.18229341506958,0.20873118089774753,0.20076968444734203,2.18229341506958,2.2014272010511964,0.3103874683380128
img3.jpeg,2,Globe Valve,672.720458984375,774.62158203125,34.038761138916016,76.55269622802734,-0.008691228926181793,1.9900271892547607,2.0212200610579005,1.9429504871368408,0.3297227813647408,0.10273930450816793,1.9429504871368408,1.9734054506631449,0.15666599273681658
img3.jpeg,3,Sphere Valve S,252.58059692382812,928.0753173828125,362.3826904296875,77.3639907836914,-0.20031851530075073,0.5337223410606384,0.5418349230589999,0.5137243449687958,-0.08291194638270101,-0.03477832832605009,0.5137243449687958,0.5215329573361024,0.25403872728347787
img3.jpeg,4,Sphere Valve S,707.0673217773438,916.6934204101562,123.26901245117188,69.0226058959961,0.31325021386146545,0.6430725455284119,0.6564918483623751,0.5677587270736695,0.11171761983257011,-0.033358714005606284,0.5677587270736695,0.5796064203832425,1.3192067623138428
img3.jpeg,5,Sphere Valve S,133.2787322998047,878.9874267578125,131.22409057617188,41.35609817504883,-0.6121391654014587,1.2589033842086792,1.2998341765276415,1.032486379146576,-0.2637083990350399,-0.03007381968913087,1.032486379146576,1.066055663403898,1.81988183259964
img4.jpeg,1,Sphere Valve L,345.896728515625,169.73623657226562,48.77705383300781,268.756591796875,0.09189777076244354,0.6011549234390259,0.6819013126842034,0.5720461487770081,-0.05025712347775478,0.3021359988882637,0.5720461487770081,0.6488826832448791,1.0522552847862245
img4.jpeg,2,Sphere Valve L,467.9171447753906,387.493408203125,260.5284118652344,50.22125244140625,-0.1374742090702057,0.6158666610717773,0.6539691637448116,0.5807662010192871,0.004822999594191519,0.20737086938443575,0.5807662010192871,0.6166971047773107,0.5672191381454468
img4.jpeg,3,Sphere Valve L,667.259521484375,1026.58642578125,46.32545471191406,99.58946990966797,-0.07313749194145203,0.395114541053772,0.40456559832814176,0.2840289771556854,0.04697798057280347,-0.041213630967614656,0.2840289771556854,0.2908228909496952,0.22218385338783264
img4.jpeg,4,Sphere Valve L,659.4464111328125,810.5150146484375,45.431480407714844,66.28294372558594,-0.006346911191940308,0.4613162577152252,0.46726729078865714,0.4525822639465332,0.07206980574357195,0.011167325987933048,0.4525822639465332,0.4584206274903066,0.06996365785598746
img4.jpeg,5,Sphere Valve L,352.09442138671875,1030.4090576171875,42.4393424987793,136.79757690429688,0.04841015487909317,0.9915415048599243,1.0057280903208157,0.5315198540687561,-0.04410065635587755,-0.07872194389574441,0.5315198540687561,0.5391246308702801,0.5849374890327453
img4.jpeg,6,Sphere Valve S,458.01788330078125,1055.3876953125,192.9108123779297,42.398597717285156,0.35785403847694397,1.580533742904663,1.6026136952698427,0.9385088682174683,0.0004723717481661883,-0.15742006846964227,0.9385088682174683,0.9516197753382852,0.6813395023345947
img4.jpeg,7,Sphere Valve L,374.0904235839844,823.8325805664062,38.06255340576172,31.340063095092773,0.07611316442489624,1.2941824197769165,1.2970975866271859,0.5875300467014313,-0.03856350831740077,0.008349036092225372,0.5875300467014313,0.5888534676423341,0.7335117757320404
